AlleleID,GeneSymbol,model,prompt_class,llm_class,confidence,acmg_rules,references,parse_error,time_s,notes
1154108,DRC1,kimi-k2.6,Benign,Uncertain significance,0.2,,"OMIM #615288; GeneReviews: Primary Ciliary Dyskinesia, 2019",,5.1,
102013,GNPTAB,kimi-k2.6,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, et al., Genet Med, 2015; ACMG/AMP sequence variant interpretation guidelines",,4.56,
1224759,PTPRO,kimi-k2.6,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, Genet Med, 2015; ACMG/AMP sequence variant interpretation guidelines",,6.17,
350145,CYP24A1,kimi-k2.6,Benign,Pathogenic,0.75,PM1;PM2;PP3;PP4,"Schlingmann KP, et al., N Engl J Med, 2011;Dinour L, et al., J Clin Endocrinol Metab, 2013;Strobel A, et al., J Clin Endocrinol Metab, 2016;Richards S, et al., Genet Med, 2015 (ACMG guidelines)",,6.86,
1580096,IFT88,kimi-k2.6,Benign,Uncertain significance,0.3,,"Richards S, Genet Med, 2015;Oeffner F, Eur J Hum Genet, 2012",,4.26,
51200,SGCB,kimi-k2.6,Pathogenic,Pathogenic,0.85,PVS1;PM2;PP3,"Miller, Nat Rev Genet, 2010; Richards, Genet Med, 2015; Caldwell, Neuromuscul Disord, 2019",,6.57,
249748,PSEN2,kimi-k2.6,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, Genet Med, 2015;Tayebi N, Hum Mutat, 2012;Ryman DC, Neurology, 2016",,7.37,
4907933,SYCE1,kimi-k2.6,Pathogenic,Uncertain significance,0.2,,,,3.39,
4837281,NEB,kimi-k2.6,Pathogenic,Pathogenic,0.99,PVS1;PM2_Supporting,"Richards S, Genet Med, 2015; Oates EC, Am J Hum Genet, 2018",,4.47,
420780,NF1,kimi-k2.6,Pathogenic,Pathogenic,0.99,PVS1;PM2,"ACMG Standards and Guidelines for the interpretation of sequence variants, Richards et al., Genet Med, 2015;Carey et al., Genet Med, 2016 (NF1-specific ACMG guidelines);Santos et al., Hum Mutat, 2017 (NF1 variant curation)",,7.56,
742994,TUBGCP6,kimi-k2.6,Benign,Uncertain significance,0.3,,"Richards S, et al., Genet Med, 2015",,4.39,
4843691,COL5A1,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Richards S, Genet Med, 2015; Malfait F, Am J Hum Genet, 2006; Schwarze J, Hum Mutat, 2018",,6.27,
4930494,COMP,kimi-k2.6,Pathogenic,Pathogenic,0.85,PM1;PM2;PP3;PP4,"Jackson GC, Mittaz-Crettol L, Taylor JA, et al. Pseudoachondroplasia and multiple epiphyseal dysplasia: A 7-year comprehensive analysis of the known disease genes identify novel and recurrent mutations and provides an insight into the phenotype. Human Mutation. 2012;33(1):144-157;Kennedy J, Jackson G, Barker F, et al. COMP mutation screening as an aid for the clinical diagnosis and counselling of patients with a suspected diagnosis of pseudoachondroplasia or multiple epiphyseal dysplasia. European Journal of Human Genetics. 2005;13(3):291-297;Kennedy J, Jackson G, Ramsay M, et al. COMP mutation screening of South African patients with pseudoachondroplasia and multiple epiphyseal dysplasia. Journal of Medical Genetics. 2005;42(6):479-481",,12.55,
1058555,ALPL,kimi-k2.6,Pathogenic,Pathogenic,0.95,PS1;PM1;PM2;PP3;PP4,"Hofmann et al., Human Mutation, 2013; Mornet et al., Genetics in Medicine, 2011; Fauvert et al., BMC Genetics, 2016",,6.0,
4968153,SALL1,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PS2_Supporting,"Kohlhase J, Wischermann A, Reichenbach H, Froster U, Engel W. Mutations in the SALL1 putative transcription factor gene cause Townes-Brocks syndrome. Nat Genet. 1998;18(1):81-83;Kohlhase J, Heinrich M, Schubert L, et al. Okihiro syndrome is caused by SALL4 mutations. Hum Mol Genet. 2002;11(23):2979-2987;Bozal CB, Wright TJ, Ramos P, et al. Genomic, functional, and clinical studies of the SALL1 mutation in Townes-Brocks syndrome. Hum Mutat. 2002;20(6):461-468",,10.74,
440858,PKD2,kimi-k2.6,Pathogenic,Pathogenic,0.99,PVS1;PS4_Supporting;PM2,"Rossetti S, et al. Hum Mutat. 2003;Consugar MB, et al. Am J Kidney Dis. 2015;ACMG Standards and Guidelines for the interpretation of sequence variants. Genet Med. 2015",,6.46,
4969148,GSK3B,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Richards S, et al., Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-24",,5.96,
54277,TJP2,kimi-k2.6,Benign,Uncertain significance,0.3,,"Sambrotta M, et al., Hepatology, 2014;Gomez-Ospina N, et al., Am J Hum Genet, 2012",,6.28,
2040246,CAMTA1,kimi-k2.6,Benign,Benign,0.95,BP4;BP7,"Richards S, et al., Genet Med, 2015;Oza V, et al., Hum Mutat, 2018",,4.79,
1631466,MRPS34,kimi-k2.6,Benign,Uncertain significance,0.3,,"Richards S, et al., Genet Med, 2015, PMID: 25741868",,4.26,
21628,ABCB11,kimi-k2.6,Pathogenic,Pathogenic,0.99,PVS1;PM2_Supporting,"Strautnieks et al., N Engl J Med, 1998; Jansen et al., Gastroenterology, 1999; Byrne et al., Orphanet J Rare Dis, 2009; Richards et al., Genet Med, 2015",,7.6,
460150,JMJD1C,kimi-k2.6,Benign,Uncertain significance,0.3,,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-24",,4.21,
18029,SMPD1,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2_Supporting,"McDowell GA, et al., Genomics, 1992;Simonaro CM, et al., J Inherit Metab Dis, 2002;Wasserstein MP, et al., Pediatr Endocrinol Rev, 2013",,6.76,
3068484,NDUFB10,kimi-k2.6,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, Genet Med, 2015; gnomAD consortium, 2020",,6.6,
16005,LCA5,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2,"den Hollander et al., Am J Hum Genet, 2006; Richards et al., Genet Med, 2015",,6.17,
101787,DNAAF2,kimi-k2.6,Benign,Uncertain significance,0.3,,"Richards S, Genet Med, 2015; ACMG Sequence Variant Interpretation Working Group recommendations",,4.73,
4957403,ABCB4,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2_Supporting,"Richards S, et al., Genet Med, 2015; ACMG/AMP sequence variant interpretation guidelines",,5.47,
966088,ALMS1,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2_Supporting,"Richards S, et al., Genet Med, 2015; ACMG/AMP sequence variant interpretation guidelines",,4.84,
250601,COL4A4,kimi-k2.6,Benign,Uncertain significance,0.3,,"ACMG Standards and Guidelines for the interpretation of sequence variants, Richards et al., Genet Med, 2015",,4.46,
4898600,PLEKHG5,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Richards S, et al., Genet Med, 2015;Whiffin N, et al., Am J Hum Genet, 2017",,4.72,
4983623,SPG11,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2_Supporting,"Richards S, et al., Genet Med, 2015;Stevenson DA, et al., Am J Med Genet A, 2018;Denora PS, et al., Neurology, 2009",,5.11,
3804420,LRP6,kimi-k2.6,Benign,Benign,0.95,BP4;BP7,"Richards S, Genet Med, 2015; den Dunnen JT, Hum Mutat, 2016",,5.38,
1058545,IRF6,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PS2;PM2,"Kondo S, Schutte BC, Richardson RJ, et al. Mutations in IRF6 cause Van der Woude and popliteal pterygium syndromes. Nat Genet. 2002;32(3):285-289.;Peterson SE, Yang AJ, Bajaj S, et al. Analyses of IRF6 and chromosome 7q20-22 markers in consonantal VPI families. Am J Med Genet A. 2013;161A(6):1397-1404.;Thompson O, Miles E, Whitby E, et al. Is there a correlation between the number of candidate causative variants and the phenotype severity in IRF6-related disorders? Eur J Hum Genet. 2019;27(6):945-954.",,14.56,
265436,LRP5,kimi-k2.6,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, Genet Med, 2015; ACMG/AMP Sequence Variant Interpretation Guidelines",,5.94,
705698,DSCAM,kimi-k2.6,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, Genet Med, 2015; Oza V, Hum Mutat, 2018",,3.77,
4967699,PMS2,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Richards S, Genet Med, 2015;Tavtigian SV, Hum Mutat, 2018;Peltomäki P, Adv Exp Med Biol, 2016",,5.87,
283717,MERTK,kimi-k2.6,Benign,Benign,0.85,BP5;BP7,"Richards S, Genet Med, 2015;Tayebi N, Hum Mutat, 2021",,5.27,
227651,MRTFA,kimi-k2.6,Benign,Uncertain significance,0.1,,"Richards S, Aziz N, Bale S, et al. Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-424.",,5.18,
276709,MTHFR,kimi-k2.6,Benign,Benign,0.95,BA1;BP7,"Richards S, et al., Genet Med, 2015, PMID: 25741868; gnomAD database v2.1.1",,5.63,
402616,RBFOX3,kimi-k2.6,Benign,Uncertain significance,0.3,,"Richards S, Genet Med, 2015; ACMG Sequence Variant Interpretation Working Group",,6.43,
195195,AGXT,kimi-k2.6,Benign,Benign,0.95,BP4;BP7,"ACMG Standards and Guidelines for the interpretation of sequence variants, Richards et al., Genet Med, 2015;Sherry ST, Ward MH, Kholodov M, et al. dbSNP: the NCBI database of genetic variation. Nucleic Acids Res. 2001",,7.23,
141206,ADGRV1,kimi-k2.6,Benign,Uncertain significance,0.3,,"Richards S, Genet Med, 2015;Oza V, Hum Mutat, 2018",,4.42,
4883803,C5,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2_Supporting,"Richards S, Genet Med, 2015; ACMG/AMP sequence variant interpretation guidelines;Wirthmueller F, Immunol Rev, 2016; C5 deficiency and disease association;Fredrik GN, Mol Immunol, 2012; C5 deficiency pathogenicity",,7.78,
1925577,COL7A1,kimi-k2.6,Pathogenic,Pathogenic,0.75,PVS1;PM2,"Santos et al., J Invest Dermatol, 2000;Vark et al., Am J Hum Genet, 2007;den Dunnen et al., Hum Mutat, 2016",,6.13,
4925701,ATP7B,kimi-k2.6,Pathogenic,Pathogenic,0.99,PVS1;PM2,"Richards S, Genet Med, 2015; Roberts EA, Wilson Disease, GeneReviews, 2018",,6.36,
134908,LAMC3,kimi-k2.6,Benign,Benign,0.85,BA1;BP7,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants. Genet Med. 2015;17(5):405-24;Tayoun ANA, et al. Recommendations for interpreting the loss of function PVS1 ACMG/AMP variant criterion. Hum Mutat. 2018;39(11):1517-1524",,6.19,
1155059,IL7R,kimi-k2.6,Benign,Uncertain significance,0.3,,"Richards S, et al., Genet Med, 2015;Giliani S, et al., Nat Genet, 2002 (IL7R and SCID association)",,5.76,
1291638,CBL,kimi-k2.6,Benign,Benign,0.95,BP4;BP7,"Richards S, et al., Genet Med, 2015;den Dunnen JT, et al., Hum Mutat, 2016",,5.78,
4921562,HEXB,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2_Supporting,"ACMG Standards and Guidelines for the Interpretation of Sequence Variants, Genet Med, 2015; Richards et al., 2015",,5.36,
317218,DBH,kimi-k2.6,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, Genet Med, 2015;gnomAD v4.0 database;Tayoun AN, Hum Mutat, 2018",,7.25,
1154927,PCDH12,kimi-k2.6,Benign,Benign,0.95,BP4;BP7,"ACMG Standards and Guidelines for the interpretation of sequence variants, Genet Med, 2015; Richards et al.",,4.41,
4962933,DNAAF1,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2_Supporting,"Richards S, Genet Med, 2015; OMIM #613190; gnomAD database v4.0",,5.47,
4978250,BAP1,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Rai K, et al. Nat Genet. 2012;44(9):1010-1015;Wiesner T, et al. Nat Genet. 2011;43(8):770-772;Abu-Elmafacl M, et al. Genes Chromosomes Cancer. 2016;55(2):122-131",,8.32,
2165753,GJA8,kimi-k2.6,Pathogenic,Pathogenic,0.75,,"Richardson et al., Am J Hum Genet, 1998; Shiels et al., Am J Hum Genet, 1998; Minogue et al., J Biol Chem, 2009; ACMG/AMP Standards and Guidelines for the interpretation of sequence variants, Genet Med, 2015",,6.6,
4967640,BRCA2,kimi-k2.6,Pathogenic,Pathogenic,0.99,PVS1;PM2_Supporting,"Tavtigian SV, et al., Hum Mutat, 2018; Richards S, et al., Genet Med, 2015",,6.43,
568925,NF1,kimi-k2.6,Pathogenic,Pathogenic,0.99,PVS1;PM2,"Richards S, et al., Genet Med, 2015; ACMG/AMP sequence variant interpretation guidelines",,4.56,
322164,TRPM1,kimi-k2.6,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, Genet Med, 2015; Oza V, Hum Mutat, 2018; Thegnattu S, Retina, 2020",,6.52,
55423,ADGRV1,kimi-k2.6,Benign,Benign,0.95,BA1;BP4;BP7,"ACMG Standards and Guidelines for the interpretation of sequence variants, Richards et al., Genet Med, 2015;Abou Tayoun et al., Hum Mutat, 2018",,6.66,
22749,PMM2,kimi-k2.6,Pathogenic,Pathogenic,0.85,PS3;PM2;PP3;PP4,"Matthijs G, Nat Genet, 1997; Kjaeragard S, Eur J Hum Genet, 2018; Freeze HH, Annu Rev Genomics Hum Genet, 2014; Monies D, Hum Mutat, 2018",,7.75,
485840,AR,kimi-k2.6,Pathogenic,Pathogenic,0.75,PS3;PM2;PP3,"Zoppi S, J Steroid Biochem Mol Biol, 1992; Beitel LK, Hum Mol Genet, 1994; Gottlieb B, Nucleic Acids Res, 2012",,7.38,
4957624,ABCB4,kimi-k2.6,Pathogenic,Pathogenic,0.85,PVS1;PM2,"Richards S, Genet Med, 2015; ACMG/AMP sequence variant interpretation guidelines",,4.2,
4958544,NDUFAF2,kimi-k2.6,Pathogenic,Pathogenic,0.9,PVS1;PM2_Supporting,"Andrews et al., Am J Hum Genet, 2013; McLaughlin et al., Hum Mutat, 2015; Rahman et al., Am J Hum Genet, 2015",,6.27,
1709644,ASH1L,kimi-k2.6,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, Genet Med, 2015; Oza V, Hum Mutat, 2018",,6.67,
343699,ATP1A3,kimi-k2.6,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, et al., Genet Med, 2015; ACMG/AMP sequence variant interpretation guidelines",,4.65,
269763,CACNA1A,kimi-k2.6,Benign,Uncertain significance,0.3,,,,4.07,
1155072,C9,kimi-k2.6,Benign,Benign,0.95,BP4;BP7,"Richards S, Genet Med, 2015;Tayoun AN, Hum Mutat, 2018",,5.57,
4967675,MUTYH,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2_Supporting,"Richards S, et al., Genet Med, 2015, PMID: 25741868;Plazzer JP, et al., Gastroenterology, 2007, PMID: 17915254;Cheadle JP, et al., Hum Mutat, 2000, PMID: 10612882",,6.55,
71374,CEP290,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Travaglini L, Valente EM, Bertini E, et al. The expanding spectrum of CEP290-related ciliopathies. Eur J Hum Genet. 2013;21(7):705-708.;Drivas EG, Holzbaur ELF, Bennett J. Disruption of CEP290, a ciliopathy associated protein, results in retinal degeneration and reveals a novel protein complex at the connecting cilium. Mol Vis. 2019;25:663-676.;Otto EA, Loeys B, Khanna H, et al. Nephrocystin-5, a ciliary IQ domain protein, is mutated in Senior-Loken syndrome and interacts with RPGR and calmodulin. Nat Genet. 2005;37(3):282-288.",,12.52,
108519,PAH,kimi-k2.6,Pathogenic,Pathogenic,0.85,PS3;PM1;PM2;PP3,"Fitzpatrick, PNAS, 1990; Kayaalp, Hum Mutat, 1997; Guldberg, Eur J Hum Genet, 1998; Blau, J Inherit Metab Dis, 2018",,7.43,
4931338,LOC108281182;NF1,kimi-k2.6,Pathogenic,Uncertain significance,0.1,,"Richards S, Aziz N, Bale S, et al. Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-424.",,6.02,
442650,ATP1A2,kimi-k2.6,Pathogenic,Pathogenic,0.75,PS1;PM2;PP3;PP4,"de Vries et al., Cephalalgia, 2009; Spiller et al., Neurology, 2000; Jurkat-Rott et al., Ann Neurol, 2004; Swen et al., Eur J Hum Genet, 2019",,6.69,
53691,MYH6,kimi-k2.6,Benign,Benign,0.85,BP7;BP4,"Richards S, Genet Med, 2015;ACMG/AMP Sequence Variant Interpretation Guidelines, 2015",,4.31,
1631944,NUP160,kimi-k2.6,Benign,Benign,0.85,BP4;BA1,"Richards S, et al., Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-24.",,5.39,
357079,PPT1,kimi-k2.6,Pathogenic,Pathogenic,0.99,PVS1;PM2,"Richards S, Genet Med, 2015; ACMG/AMP sequence variant interpretation guidelines;Mole SE, Biochim Biophys Acta, 2011; PPT1 mutations and NCL;Jarvela I, Am J Hum Genet, 1998; PPT1 mutations in CLN1 disease",,7.1,
1540250,DHX32,kimi-k2.6,Benign,Benign,0.85,BP4;BP7,"Richards S, et al., Genet Med, 2015; Oza AH, et al., Hum Mutat, 2018",,5.39,
136040,TMEM237,kimi-k2.6,Benign,Uncertain significance,0.1,,"Richards S, et al., Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology., Genet Med, 2015",,5.6,
626432,DMRT2,kimi-k2.6,Pathogenic,Pathogenic,0.75,PVS1;PM2,"ACMG Standards and Guidelines for the Interpretation of Sequence Variants, Richards et al., Genet Med, 2015;Karczewski KJ et al., The mutational constraint spectrum quantified from variation in 141,456 humans, Nature, 2020",,6.69,
288245,HGD,kimi-k2.6,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, et al., Genet Med, 2015; gnomAD database, accessed 2024",,4.72,
152448,BARD1,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2_Supporting,"Rio Frio T, et al., Hum Mutat, 2011; Ramus SJ, et al., Cancer Epidemiol Biomarkers Prev, 2015; Richards S, et al., Genet Med, 2015 (ACMG guidelines)",,6.7,
702597,COL4A2,kimi-k2.6,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, Genet Med, 2015;Ellingford JM, Genome Med, 2017;GnomAD database, accessed 2024",,6.99,
141675,KANSL1,kimi-k2.6,Benign,Uncertain significance,0.3,,"Richards S, et al., Genet Med, 2015;Koehler U, et al., Eur J Hum Genet, 2019",,5.12,
98797,GALE,kimi-k2.6,Benign,Benign,0.95,BP1;BP4;BP7,"Richards S, Genet Med, 2015; ACMG/AMP Sequence Variant Interpretation Guidelines",,4.95,
1984392,SKIC2,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2_Supporting,"Richards S, et al. Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-24;OMIM #616126 - SKIC2; OMIM #616029 - TREX1-related immunodeficiency",,7.49,
502395,ACTB,kimi-k2.6,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, Genet Med, 2015; gnomAD database, accessed 2024",,5.49,
229038,CCDC39,kimi-k2.6,Benign,Uncertain significance,0.3,,"OMIM #613798; primary ciliary dyskinesia 14;ACMG/AMP Sequence Variant Interpretation Guidelines, Richards et al., Genet Med, 2015",,7.71,
1157239,NFKBIA,kimi-k2.6,Benign,Benign,0.95,BP1;BP7,"Richards S, Genet Med, 2015;Touitou I, Clin Genet, 2000",,5.78,
77280,KRT14,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2_Supporting,"Richards S, Genet Med, 2015, PMID: 25741868; McKenna A, J Invest Dermatol, 2019",,6.0,
1686994,RET,kimi-k2.6,Benign,Uncertain significance,0.1,,"Richards S, et al., Genet Med, 2015;Wells SA Jr, et al., Thyroid, 2015",,5.57,
3227860,HNF4A,kimi-k2.6,Pathogenic,Pathogenic,0.75,PS1;PM2;PP2;PP3,"Ryffel GU, Eur J Endocrinol, 2004; Pearson ER, Diabetes, 2005; Fajans SS, N Engl J Med, 2001",,6.29,
792790,CEP290,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Travaglini L, et al., Genet Med, 2013; den Hollander AI, et al., Am J Hum Genet, 2006; Oud MM, et al., Am J Hum Genet, 2010",,6.27,
548414,GAA,kimi-k2.6,Pathogenic,Pathogenic,0.99,PVS1;PM2,"Richards S, Genet Med, 2015; ACMG/AMP sequence variant interpretation guidelines;Kroos MA, Hum Mutat, 1995; GAA splice site variants in Pompe disease;Montalvo AL, Mol Genet Metab, 2006; splice site mutations causing Pompe disease",,6.85,
4964569,MMACHC,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Wang et al., J Inherit Metab Dis, 2017;Lerner-Ellis et al., Am J Hum Genet, 2006;Grasline et al., Genet Med, 2014",,6.27,
1610930,LRP2,kimi-k2.6,Benign,Benign,0.85,BA4;BA1,"Karczewski KJ, Francioli LC, Tiao G, et al. The mutational constraint spectrum quantified from variation in 141,456 humans. Nature. 2020;581(7809):434-443.;Richards S, Aziz N, Bale S, et al. Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-424.",,7.87,
142322,PCNT,kimi-k2.6,Benign,Benign,0.95,BA1;BP4;BP7,"Richards S, Aziz N, Bale S, et al. Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(5):405-424.",,6.29,
508799,SLC6A3,kimi-k2.6,Benign,Benign,0.85,BP4;BP7,"Richards S, et al., Genet Med, 2015, PMID: 25741868; Rentzsch P, et al., Nucleic Acids Res, 2019; Desmet FO, et al., Nucleic Acids Res, 2009",,7.26,
526210,EXT2,kimi-k2.6,Pathogenic,Pathogenic,0.99,PVS1;PS4_Supporting;PM2_Supporting,"Wuyts W, Van Hul W, Wauters J, et al. Positional cloning of a gene involved in hereditary multiple exostoses. Hum Mol Genet. 1998;7(3):507-517;Bovee JVMG. Multiple osteochondromas. GeneReviews. 2008;Richards S, Aziz N, Bale S, et al. Standards and guidelines for the interpretation of sequence variants: a joint consensus recommendation of the American College of Medical Genetics and Genomics and the Association for Molecular Pathology. Genet Med. 2015;17(7):405-424",,10.42,
1153710,SAMD11,kimi-k2.6,Benign,Benign,0.95,BP4;BP7,"Richards S, et al., Genet Med, 2015;Oza V, et al., Hum Mutat, 2018",,4.56,
614518,SH3KBP1,kimi-k2.6,Pathogenic,Uncertain significance,0.3,,"Richards S, et al., Genet Med, 2017;ACMG Sequence Variant Interpretation Working Group, 2015",,4.28,
1929730,CACNA2D2,kimi-k2.6,Benign,Uncertain significance,0.3,,"Richards S, Genet Med, 2015; ACMG/AMP sequence variant interpretation guidelines;Ellingford JM, Genome Med, 2020; splicing variant interpretation",,6.11,
54972,MYO3A,kimi-k2.6,Benign,Uncertain significance,0.3,,"O'Connor, Genet Med, 2016;Richards, Genet Med, 2015",,6.12,
32699,BRCA1,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PS1;PM1;PP2;PP5,"Miki et al., Science, 1994; Ransburgh et al., Breast Cancer Res Treat, 2010; Findlay et al., Nature, 2018; ENIGMA Consortium, 2015; BIC Database",,6.74,
1156643,PUS3,kimi-k2.6,Benign,Uncertain significance,0.3,,"Richards S, et al., Genet Med, 2015;Oza VH, et al., Hum Mutat, 2018",,4.71,
252149,PEX3,kimi-k2.6,Benign,Uncertain significance,0.3,,"Richards S, et al., Genet Med, 2015; OEGE/LOVD PEX3 database; gnomAD v4.1",,6.61,
4964743,LDLR,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Richards S, Genet Med, 2015;Benn M, Curr Opin Lipidol, 2012",,6.83,
4982650,FLNA,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Richards S, Genet Med, 2015; Oud MM, Hum Mutat, 2013; Moutton S, Eur J Hum Genet, 2011",,5.08,
4898579,BRIP1,kimi-k2.6,Pathogenic,Pathogenic,0.99,PVS1;PM2_Supporting,"Rafnar T, et al., Nature Genetics, 2011; Seal S, et al., Nature Genetics, 2006; Easton DF, et al., American Journal of Human Genetics, 2016",,5.3,
4942136,FH,kimi-k2.6,Pathogenic,Pathogenic,0.95,PVS1;PM2,"Bayley et al., J Med Genet, 2008;Wei et al., J Invest Dermatol, 2006;ACMG Standards and Guidelines, Genet Med, 2015",,6.84,
